keyword;search_volume;keyword_difficulty;cpc_eur;competition;competition_level;low_top_of_page_bid;high_top_of_page_bid;search_intent;cluster;words_count;trend_quarterly_pct;trend_yearly_pct;traffic_value_eur_month;opportunity_score;variant_group;is_primary
heilpraktiker-zusatzversicherung axa;110;;1.95;0.59;MEDIUM;0.52;2.14;commercial;Versicherung & Kostenerstattung;2;-55;-44;214.5;1.22;heilpraktiker-zusatzversicherung axa;1
immanuel krankenhaus naturheilkunde stationär;110;;1.4;0.02;LOW;;;navigational;Ärzte, Kliniken & Schulmedizin;4;-22;-59;154.0;1.0;immanuel krankenhaus naturheilkunde stationär;1
induktionsherd naturheilkunde;110;;0.0;0;LOW;;;transactional;Marken- & Praxisnamen;2;;-44;0.0;0.41;induktionsherd naturheilkunde;1
matthias dickmann heilpraktiker;110;;2.2;0.02;LOW;;;informational;Marken- & Praxisnamen;3;-67;250;242.0;1.33;matthias dickmann heilpraktiker;1
naturheilkunde bei tieren erfahrungen;110;;2.66;0.33;LOW;;;informational;Tierheilkunde;4;;-36;292.6;1.52;naturheilkunde bei tieren erfahrungen;1
naturheilkunde für tiere erfahrungen;110;;2.66;0.33;LOW;;;informational;Tierheilkunde;4;;-36;292.6;1.52;naturheilkunde für tiere erfahrungen;1
naturheilpraxis donner;110;;0.0;0.04;LOW;;;navigational;Marken- & Praxisnamen;2;;-21;0.0;0.41;naturheilpraxis donner;1
naturheilpraxis esther busch;110;;0.0;0.02;LOW;;;navigational;Marken- & Praxisnamen;3;-36;-18;0.0;0.41;naturheilpraxis esther busch;1
naturheilpraxis für traditionelle chinesische medizin christian kronmüller;110;;0.0;0.03;LOW;;;navigational;Marken- & Praxisnamen;7;-18;29;0.0;0.41;naturheilpraxis für traditionelle chinesische medizin christian kronmüller;1
naturheilpraxis kursun ulm hacamat;110;;0.0;0.03;LOW;;;transactional;Methoden & Therapien;4;-18;-36;0.0;0.41;naturheilpraxis kursun ulm hacamat;1
naturheilpraxis oliver richter;110;;0.0;0.02;LOW;;;navigational;Marken- & Praxisnamen;3;-21;57;0.0;0.41;naturheilpraxis oliver richter;1
naturheilpraxis pieper;110;;0.0;0.04;LOW;;;navigational;Marken- & Praxisnamen;2;143;55;0.0;0.41;naturheilpraxis pieper;1
naturheilpraxis ralf drevermann;110;5;0.0;0.03;LOW;;;navigational;Marken- & Praxisnamen;3;22;-21;0.0;0.78;naturheilpraxis ralf drevermann;1
naturheilpraxis roland grüger;110;;0.0;0.07;LOW;;;informational;Marken- & Praxisnamen;3;;;0.0;0.41;naturheilpraxis roland grüger;1
naturheilpraxis stümpfl;110;;0.0;0.04;LOW;;;navigational;Marken- & Praxisnamen;2;-36;29;0.0;0.41;naturheilpraxis stümpfl;1
naturheilpraxis tanja dietz;110;;0.0;0.05;LOW;;;informational;Marken- & Praxisnamen;3;-19;89;0.0;0.41;naturheilpraxis tanja dietz;1
naturheilpraxis und osteopathie andrea schellhas;110;;0.0;0.07;LOW;;;navigational;Methoden & Therapien;5;-21;267;0.0;0.41;naturheilpraxis und osteopathie andrea schellhas;1
naturheilpraxis wolfgang grayer heilpraktiker;110;;1.48;0.05;LOW;;;navigational;Marken- & Praxisnamen;4;;;162.8;1.03;naturheilpraxis wolfgang grayer heilpraktiker;1
optima forma praxis für ästhetische medizin und naturheilkunde;110;8;0.12;0.05;LOW;;;informational;Marken- & Praxisnamen;8;-47;;13.2;0.74;optima forma praxis für ästhetische medizin und naturheilkunde;1
phytomed naturheilpraxis heilpraktiker;110;;0.27;0.02;LOW;;;commercial;Marken- & Praxisnamen;3;-21;;29.7;0.53;phytomed naturheilpraxis heilpraktiker;1
praxis biallomed arzt für naturheilkunde düsseldorf rezensionen;110;;0.0;0;LOW;;;informational;Ärzte, Kliniken & Schulmedizin;7;;-44;0.0;0.41;praxis biallomed arzt für naturheilkunde düsseldorf rezensionen;1
praxis für naturheilkunde michaela hein;110;;0.0;0.06;LOW;;;informational;Marken- & Praxisnamen;5;-35;57;0.0;0.41;praxis für naturheilkunde michaela hein;1
praxis für osteopathie & naturheilkunde christian mertz;110;;0.42;0.05;LOW;;;informational;Methoden & Therapien;7;-21;-21;46.2;0.59;praxis für osteopathie & naturheilkunde christian mertz;1
praxis für osteopathie & naturheilkunde münster;110;12;0.09;0.05;LOW;;;navigational;Methoden & Therapien;6;21;21;9.9;0.6;praxis für osteopathie & naturheilkunde münster;1
praxis für osteopathie und naturheilkunde justus kämpf;110;;0.0;0.01;LOW;;;commercial;Methoden & Therapien;7;133;600;0.0;0.41;praxis für osteopathie und naturheilkunde justus kämpf;1
preise für heilpraktiker;110;4;0.37;0.1;LOW;0.4;1.27;informational;Praxisbetrieb & Kosten;3;-36;-36;40.7;1.14;preise für heilpraktiker;1
schmerzklinik essen naturheilkunde;110;3;3.01;0.04;LOW;0.56;2.5;informational;Beschwerden & Indikationen;3;55;55;331.1;3.55;schmerzklinik essen naturheilkunde;1
uniklinik freiburg uni-zentrum naturheilkunde;110;;0.0;0.04;LOW;;;informational;Ärzte, Kliniken & Schulmedizin;4;-36;;0.0;0.41;uniklinik freiburg uni-zentrum naturheilkunde;1
vechta heilpraktiker;110;;0.81;0.09;LOW;;;informational;Lokale Suche;2;;;89.1;0.75;vechta heilpraktiker;1
zahnfleisch aufbauen naturheilkunde;110;;1.11;1;HIGH;0.58;1.79;informational;Beschwerden & Indikationen;3;-73;50;122.1;0.87;zahnfleisch aufbauen naturheilkunde;1
zertifikat heilpraktiker;110;15;1.64;0.37;MEDIUM;0.93;2.63;informational;Ausbildung & Prüfung;2;-22;-22;180.4;1.3;zertifikat heilpraktiker;1
atlantomed atlaskorrektur naturheilpraxis giovanni scavelli;90;24;0.0;0.05;LOW;;;transactional;Marken- & Praxisnamen;5;;-18;0.0;0.33;atlantomed atlaskorrektur naturheilpraxis giovanni scavelli;1
bluthochdruck naturheilkunde;90;1;1.02;1;HIGH;0.24;0.67;informational;Marken- & Praxisnamen;2;-22;-22;91.8;1.85;bluthochdruck naturheilkunde;1
naturheilkunde bluthochdruck;90;15;1.02;1;HIGH;0.24;0.67;informational;Marken- & Praxisnamen;2;-22;-22;91.8;0.89;bluthochdruck naturheilkunde;0
naturheilkunde bei bluthochdruck;90;2;1.02;1;HIGH;0.24;0.67;informational;Marken- & Praxisnamen;3;-22;-22;91.8;1.71;bluthochdruck naturheilkunde;0
bronchiektasen naturheilkunde;90;;1.08;0.98;HIGH;0.78;1.77;informational;Marken- & Praxisnamen;2;;-22;97.2;0.77;bronchiektasen naturheilkunde;1
charite naturheilkunde;90;10;0.0;0;LOW;;;informational;Ärzte, Kliniken & Schulmedizin;2;;-22;0.0;0.54;charite naturheilkunde;1
naturheilkunde charite;90;4;0.0;0;LOW;;;informational;Ärzte, Kliniken & Schulmedizin;2;;-22;0.0;0.74;charite naturheilkunde;0
etcetera hebammen und naturheilpraxis osnabrück;90;;0.0;0;LOW;;;informational;Lokale Suche;5;;-94;0.0;0.37;etcetera hebammen und naturheilpraxis osnabrück;1
eumunys praxis für komplementäre medizin und naturheilkunde;90;11;0.0;0.03;LOW;;;navigational;Marken- & Praxisnamen;7;100;56;0.0;0.52;eumunys praxis für komplementäre medizin und naturheilkunde;1
fachschule für naturheilkunde;90;50;5.4;0.06;LOW;0.79;3.9;informational;Ausbildung & Prüfung;3;;-18;486.0;1.23;fachschule für naturheilkunde;1
gastritis naturheilkunde;90;;0.83;1;HIGH;0.36;0.84;informational;Marken- & Praxisnamen;2;-36;-22;74.7;0.68;gastritis naturheilkunde;1
naturheilkunde gastritis;90;;0.83;1;HIGH;0.36;0.84;informational;Marken- & Praxisnamen;2;-36;-22;74.7;0.68;gastritis naturheilkunde;0
gesundheitszentrum vis vitalis naturheilpraxis weichmann;90;;0.0;0.04;LOW;;;informational;Marken- & Praxisnamen;5;22;57;0.0;0.37;gesundheitszentrum vis vitalis naturheilpraxis weichmann;1
heilpraktiker ausbildung paracelsus;90;21;1.72;0.7;HIGH;0.79;2.98;informational;Ausbildung & Prüfung;;-29;-44;154.8;0.98;heilpraktiker ausbildung paracelsus;1
heilpraktiker ohne ausbildung;90;15;2.18;0.41;MEDIUM;0.96;2.56;informational;Ausbildung & Prüfung;;-29;-44;196.2;1.4;heilpraktiker ohne ausbildung;1
heilpraktiker prüfung kosten;90;1;1.86;0.31;LOW;0.85;1.83;informational;Ausbildung & Prüfung;;-43;-20;167.4;2.61;heilpraktiker prüfung kosten;1
heilpraktiker psychotherapie zukunftsaussichten;90;;2.12;0.24;LOW;0.97;4.08;informational;Heilpraktiker Psychotherapie;;-50;-22;190.8;1.16;heilpraktiker psychotherapie zukunftsaussichten;1
jobs naturheilkunde;90;;0.63;0.12;LOW;0.12;1.34;informational;Jobs & Gehalt;2;-29;-55;56.7;0.61;jobs naturheilkunde;1
klinik blankenstein hattingen naturheilkunde;90;20;10.26;0.02;LOW;0.29;6.87;navigational;Ärzte, Kliniken & Schulmedizin;4;27;1300;923.4;4.18;klinik blankenstein hattingen naturheilkunde;1
klinik essen mitte naturheilkunde;90;;0.0;0.01;LOW;;;informational;Ärzte, Kliniken & Schulmedizin;4;;-67;0.0;0.37;klinik essen mitte naturheilkunde;1
klinik essen-mitte naturheilkunde;90;10;0.0;0.01;LOW;;;navigational;Ärzte, Kliniken & Schulmedizin;3;;-67;0.0;0.54;klinik essen mitte naturheilkunde;0
klinik für naturheilkunde münchen;90;;0.81;0.04;LOW;0.6;4.67;navigational;Ärzte, Kliniken & Schulmedizin;4;22;120;72.9;0.67;klinik für naturheilkunde münchen;1
lipödem behandlung naturheilkunde;90;;0.88;0.99;HIGH;0.33;1.1;informational;Marken- & Praxisnamen;3;27;-56;79.2;0.7;lipödem behandlung naturheilkunde;1
lipödem-behandlung naturheilkunde;90;;0.88;0.99;HIGH;0.33;1.1;informational;Marken- & Praxisnamen;2;27;-56;79.2;0.7;lipödem behandlung naturheilkunde;0
milz stärken naturheilkunde;90;;0.66;0.97;HIGH;;;informational;Marken- & Praxisnamen;3;;40;59.4;0.62;milz stärken naturheilkunde;1
naturheilkunde apotheke;90;8;0.93;0.33;LOW;0.58;1.73;informational;Ärzte, Kliniken & Schulmedizin;2;29;-18;83.7;1.15;naturheilkunde apotheke;1
naturheilkunde bei borrelien;90;;1.56;0.99;HIGH;0.26;1.11;informational;Marken- & Praxisnamen;3;40;-50;140.4;0.95;naturheilkunde bei borrelien;1
naturheilkunde bei tieren shop;90;;1.42;1;HIGH;0.6;1.46;transactional;Tierheilkunde;4;-21;120;127.8;0.9;naturheilkunde bei tieren shop;1
naturheilkunde blankenstein;90;11;0.0;0;LOW;;;informational;Lokale Suche;2;-76;;0.0;0.52;naturheilkunde blankenstein;1
naturheilkunde englisch;90;;0.0;0;LOW;;;informational;Informational / Erklärung;;;-22;0.0;0.37;naturheilkunde englisch;1
naturheilkunde für pferde;90;;0.22;0.56;MEDIUM;0.58;6.22;informational;Marken- & Praxisnamen;3;;-29;19.8;0.45;naturheilkunde für pferde;1
naturheilkunde für tiere shop;90;;1.42;1;HIGH;0.6;1.46;transactional;Tierheilkunde;4;-21;120;127.8;0.9;naturheilkunde für tiere shop;1
naturheilkunde immanuel;90;14;0.0;0.05;LOW;;;informational;Marken- & Praxisnamen;2;-43;-76;0.0;0.46;naturheilkunde immanuel;1
naturheilkunde job;90;;0.63;0.12;LOW;0.12;1.34;informational;Jobs & Gehalt;2;-29;-55;56.7;0.61;naturheilkunde job;1
naturheilkunde lernen;90;7;2.6;0.85;HIGH;0.98;2.8;informational;Ausbildung & Prüfung;2;;;234.0;2.25;naturheilkunde lernen;1
naturheilkunde pferd;90;;0.22;0.56;MEDIUM;0.58;6.22;informational;Tierheilkunde;2;;-29;19.8;0.45;naturheilkunde pferd;1
naturheilkunde bei pferden;90;;0.22;0.56;MEDIUM;0.58;6.22;informational;Marken- & Praxisnamen;3;;-29;19.8;0.45;naturheilkunde pferd;0
pferde naturheilkunde;90;;0.22;0.56;MEDIUM;0.58;6.22;informational;Marken- & Praxisnamen;2;;-29;19.8;0.45;naturheilkunde pferd;0
naturheilkunde uniklinik freiburg;90;;0.0;0;LOW;;;navigational;Ärzte, Kliniken & Schulmedizin;3;-56;-20;0.0;0.37;naturheilkunde uniklinik freiburg;1
naturheilkunde wechseljahre;90;;1.81;1;HIGH;0.52;1.24;informational;Beschwerden & Indikationen;2;-22;-36;162.9;1.04;naturheilkunde wechseljahre;1
wechseljahre naturheilkunde;90;4;1.81;1;HIGH;0.52;1.24;informational;Beschwerden & Indikationen;2;-22;-36;162.9;2.09;naturheilkunde wechseljahre;0
naturheilpraxis chinesische und japanische akupunktur christian elze;90;;0.0;0.04;LOW;;;informational;Methoden & Therapien;7;-22;40;0.0;0.37;naturheilpraxis chinesische und japanische akupunktur christian elze;1
naturheilpraxis erik rech heilpraktiker physiotherapie osteopathie saarland;90;;0.0;0.04;LOW;;;informational;Methoden & Therapien;7;22;22;0.0;0.37;naturheilpraxis erik rech heilpraktiker physiotherapie osteopathie saarland;1
naturheilpraxis erpenbach;90;;1.79;0.06;LOW;;;navigational;Marken- & Praxisnamen;2;;80;161.1;1.04;naturheilpraxis erpenbach;1
naturheilpraxis eva landefeld;90;;6.52;0.05;LOW;;;informational;Marken- & Praxisnamen;3;-22;;586.8;2.79;naturheilpraxis eva landefeld;1
naturheilpraxis finn scheunemann;90;4;0.0;0.09;LOW;;;navigational;Marken- & Praxisnamen;3;;-22;0.0;0.74;naturheilpraxis finn scheunemann;1
naturheilpraxis franz josef caspari heilpraktiker;90;;0.0;0.05;LOW;;;informational;Marken- & Praxisnamen;5;120;;0.0;0.37;naturheilpraxis franz josef caspari heilpraktiker;1
naturheilpraxis franz-josef caspari heilpraktiker;90;;0.0;0.05;LOW;;;navigational;Marken- & Praxisnamen;4;120;;0.0;0.37;naturheilpraxis franz josef caspari heilpraktiker;0
naturheilpraxis frau dr med kerstin weiß;90;;0.0;0.06;LOW;;;navigational;Marken- & Praxisnamen;6;-18;-18;0.0;0.37;naturheilpraxis frau dr med kerstin weiß;1
naturheilpraxis götz;90;;0.0;0.04;LOW;;;navigational;Marken- & Praxisnamen;2;57;175;0.0;0.37;naturheilpraxis götz;1
naturheilpraxis kutzbach;90;;0.0;0.03;LOW;;;navigational;Marken- & Praxisnamen;2;22;;0.0;0.37;naturheilpraxis kutzbach;1
naturheilpraxis lepsi fugmann heilpraktiker mainz bingen;90;16;0.0;0.03;LOW;;;informational;Lokale Suche;6;29;29;0.0;0.42;naturheilpraxis lepsi fugmann heilpraktiker mainz bingen;1
naturheilpraxis lotus;90;;0.0;0.03;LOW;;;navigational;Marken- & Praxisnamen;2;;40;0.0;0.37;naturheilpraxis lotus;1
naturheilpraxis ludwig;90;7;0.0;0.03;LOW;;;informational;Marken- & Praxisnamen;2;-36;40;0.0;0.63;naturheilpraxis ludwig;1
naturheilpraxis maria rammel heilpraktikerin;90;;0.0;0.03;LOW;;;informational;Marken- & Praxisnamen;4;-18;80;0.0;0.37;naturheilpraxis maria rammel heilpraktikerin;1
naturheilpraxis meschede köln;90;;0.75;0.07;LOW;;;navigational;Lokale Suche;3;-21;57;67.5;0.65;naturheilpraxis meschede köln;1
naturheilpraxis peter stollberg rezensionen;90;;0.0;0.06;LOW;0.23;0.29;informational;Marken- & Praxisnamen;4;57;175;0.0;0.37;naturheilpraxis peter stollberg rezensionen;1
naturheilpraxis rosita schaaf;90;;0.0;0.03;LOW;;;navigational;Marken- & Praxisnamen;3;29;29;0.0;0.37;naturheilpraxis rosita schaaf;1
naturheilpraxis schöneck;90;;0.0;0.01;LOW;;;navigational;Lokale Suche;2;;-22;0.0;0.37;naturheilpraxis schöneck;1
naturheilpraxis weiden;90;;0.0;0.02;LOW;;;navigational;Lokale Suche;2;;-44;0.0;0.37;naturheilpraxis weiden;1
naturheilpraxis weiland;90;2;0.0;0.02;LOW;;;navigational;Marken- & Praxisnamen;2;-18;-18;0.0;0.85;naturheilpraxis weiland;1
naturheilpraxis weyh;90;;0.0;0.01;LOW;;;navigational;Marken- & Praxisnamen;2;-44;;0.0;0.37;naturheilpraxis weyh;1
naturheilpraxis wittlich;90;3;0.0;0;LOW;;;informational;Lokale Suche;2;-22;-36;0.0;0.79;naturheilpraxis wittlich;1
osteopathie fortmann praxis für naturheilkunde;90;;5.52;0.05;LOW;;;navigational;Methoden & Therapien;5;-18;;496.8;2.42;osteopathie fortmann praxis für naturheilkunde;1
osteopathische naturheilpraxis marius arlt heilpraktiker osteopathie;90;;0.02;0.04;LOW;;;navigational;Methoden & Therapien;6;29;-18;1.8;0.38;osteopathische naturheilpraxis marius arlt heilpraktiker osteopathie;1
physiotherapie & naturheilpraxis pantharia fotos;90;;0.0;0;LOW;;;informational;Sektoraler Heilpraktiker;5;-57;-40;0.0;0.37;physiotherapie & naturheilpraxis pantharia fotos;1
praxis für ganzheitliche naturheilkunde und chiropraktik alexandra nau;90;;0.0;0.04;LOW;;;informational;Methoden & Therapien;8;;;0.0;0.37;praxis für ganzheitliche naturheilkunde und chiropraktik alexandra nau;1
praxis für naturheilkunde und osteopathie jesko schwarz;90;;0.0;0.02;LOW;;;informational;Methoden & Therapien;7;40;;0.0;0.37;praxis für naturheilkunde und osteopathie jesko schwarz;1
praxis für naturheilkunde und umweltmedizin;90;8;0.0;0.06;LOW;;;navigational;Marken- & Praxisnamen;5;29;-18;0.0;0.59;praxis für naturheilkunde und umweltmedizin;1
praxis für osteopathie kinderosteopathie und naturheilkunde;90;;1.3;0.09;LOW;0.33;0.99;commercial;Methoden & Therapien;6;-22;;117.0;0.85;praxis für osteopathie kinderosteopathie und naturheilkunde;1
zaum naturheilpraxis;90;;0.0;0;LOW;;;navigational;Marken- & Praxisnamen;2;;;0.0;0.37;zaum naturheilpraxis;1
akupunktur naturheilpraxis wan qiu wiesbaden;70;;2.22;0.06;LOW;;;navigational;Methoden & Therapien;5;80;200;155.4;1.04;akupunktur naturheilpraxis wan qiu wiesbaden;1
arzt und heilpraktiker gleichzeitig;70;;0.0;0.05;LOW;;;informational;Ärzte, Kliniken & Schulmedizin;;-40;-73;0.0;0.32;arzt und heilpraktiker gleichzeitig;1
erfolg durch ernährung naturheilpraxis gabriela hoppe;70;20;2.64;0.07;LOW;;;informational;Marken- & Praxisnamen;6;40;-36;184.8;1.18;erfolg durch ernährung naturheilpraxis gabriela hoppe;1
heilpraktiker abschaffen;70;;0.0;0;LOW;;;informational;Marken- & Praxisnamen;;;;0.0;0.32;heilpraktiker abschaffen;1
heilpraktiker ausbildung kostenübernahme;70;;2.14;0.6;MEDIUM;0.9;2.93;commercial;Ausbildung & Prüfung;;-43;-43;149.8;1.02;heilpraktiker ausbildung kostenübernahme;1
heilpraktiker ernährung in der nähe;70;9;1.1;0.35;MEDIUM;0.5;2.12;navigational;Lokale Suche;;-43;-71;77.0;1.03;heilpraktiker ernährung in der nähe;1
heilpraktiker prüfung bayern;70;4;2.08;0.46;MEDIUM;0.34;1.74;informational;Ausbildung & Prüfung;;;67;145.6;1.99;heilpraktiker prüfung bayern;1
heilpraktiker prüfungsfragen kostenlos;70;;1.39;0.27;LOW;0.29;1.04;informational;Ausbildung & Prüfung;;-29;67;97.3;0.77;heilpraktiker prüfungsfragen kostenlos;1
heilpraktiker psychotherapie prüfungsfragen mit lösungen;70;;0.37;0.96;HIGH;0.29;0.81;informational;Ausbildung & Prüfung;;133;;25.9;0.44;heilpraktiker psychotherapie prüfungsfragen mit lösungen;1
heilpraktiker seriös;70;3;0.0;0.06;LOW;1.88;9.54;informational;Marken- & Praxisnamen;;-44;-55;0.0;0.69;heilpraktiker seriös;1
heilpraktiker-prüfung bayern 2026;70;;0.76;0.34;MEDIUM;0.32;1.35;informational;Ausbildung & Prüfung;;;;53.2;0.57;heilpraktiker-prüfung bayern 2026;1
kräuteria naturheilpraxis naturseminare;70;;0.0;0.08;LOW;;;commercial;Ausbildung & Prüfung;3;80;;0.0;0.32;kräuteria naturheilpraxis naturseminare;1
naturheilpraxis adamietz heilpraktikerin;70;;0.0;0.05;LOW;;;navigational;Marken- & Praxisnamen;3;40;75;0.0;0.32;naturheilpraxis adamietz heilpraktikerin;1
naturheilpraxis avdiji;70;12;0.0;0.03;LOW;;;informational;Marken- & Praxisnamen;2;29;80;0.0;0.43;naturheilpraxis avdiji;1
naturheilpraxis bien heilpraktikerin und biologin;70;;0.0;0.03;LOW;;;informational;Marken- & Praxisnamen;5;-29;;0.0;0.32;naturheilpraxis bien heilpraktikerin und biologin;1
naturheilpraxis bietz neurobionomy und osteopathie;70;;0.0;0.07;LOW;;;commercial;Methoden & Therapien;5;-43;-20;0.0;0.32;naturheilpraxis bietz neurobionomy und osteopathie;1
naturheilpraxis biomed;70;1;0.0;0.04;LOW;;;informational;Marken- & Praxisnamen;2;-20;-43;0.0;0.8;naturheilpraxis biomed;1
naturheilpraxis blumenthal;70;;0.0;0.02;LOW;;;navigational;Marken- & Praxisnamen;2;-22;-22;0.0;0.32;naturheilpraxis blumenthal;1
naturheilpraxis bodirsky;70;;0.0;0.12;LOW;;;navigational;Marken- & Praxisnamen;2;-56;33;0.0;0.32;naturheilpraxis bodirsky;1
naturheilpraxis bonorden;70;;0.0;0.03;LOW;;;informational;Marken- & Praxisnamen;2;-22;;0.0;0.32;naturheilpraxis bonorden;1
naturheilpraxis borken alexander buckup osteopath heilpraktiker;70;;0.0;0.03;LOW;;;navigational;Methoden & Therapien;6;75;40;0.0;0.32;naturheilpraxis borken alexander buckup osteopath heilpraktiker;1
naturheilpraxis christiane waldmann;70;;0.0;0.02;LOW;;;navigational;Marken- & Praxisnamen;3;-20;;0.0;0.32;naturheilpraxis christiane waldmann;1
naturheilpraxis claudia richter;70;;0.0;0.04;LOW;;;navigational;Marken- & Praxisnamen;3;-22;;0.0;0.32;naturheilpraxis claudia richter;1
naturheilpraxis deinert;70;;1.88;0.07;LOW;;;navigational;Marken- & Praxisnamen;2;-29;-29;131.6;0.93;naturheilpraxis deinert;1
naturheilpraxis dodenhöft neukam;70;;0.0;0.03;LOW;;;navigational;Marken- & Praxisnamen;3;80;125;0.0;0.32;naturheilpraxis dodenhöft neukam;1
naturheilpraxis franziska frankson;70;;0.0;0.07;LOW;;;navigational;Marken- & Praxisnamen;3;;;0.0;0.32;naturheilpraxis franziska frankson;1
naturheilpraxis hakami;70;;0.8;0.07;LOW;;;navigational;Marken- & Praxisnamen;2;-36;40;56.0;0.58;naturheilpraxis hakami;1
naturheilpraxis hempel und stock;70;;0.0;0.03;LOW;;;informational;Marken- & Praxisnamen;4;120;120;0.0;0.32;naturheilpraxis hempel und stock;1
naturheilpraxis klosterhof mit schwerpunkt osteopathie;70;;0.05;0.01;LOW;;;informational;Methoden & Therapien;5;80;;3.5;0.34;naturheilpraxis klosterhof mit schwerpunkt osteopathie;1
naturheilpraxis köchling;70;;0.11;0.08;LOW;;;navigational;Marken- & Praxisnamen;2;180;180;7.7;0.36;naturheilpraxis köchling;1
naturheilpraxis lebenszeit heilpraktikerin lisa-maria harrer;70;;0.0;0.02;LOW;;;navigational;Marken- & Praxisnamen;5;-57;-25;0.0;0.32;naturheilpraxis lebenszeit heilpraktikerin lisa-maria harrer;1
naturheilpraxis lens;70;6;0.0;0.04;LOW;;;navigational;Marken- & Praxisnamen;2;;75;0.0;0.57;naturheilpraxis lens;1
naturheilpraxis linda knab;70;;0.0;0.02;LOW;;;navigational;Marken- & Praxisnamen;3;57;120;0.0;0.32;naturheilpraxis linda knab;1
naturheilpraxis manuela bäumler;70;;0.0;0.08;LOW;;;navigational;Marken- & Praxisnamen;3;;;0.0;0.32;naturheilpraxis manuela bäumler;1
naturheilpraxis marion gallin;70;;0.0;0.1;LOW;;;navigational;Marken- & Praxisnamen;3;-29;25;0.0;0.32;naturheilpraxis marion gallin;1
naturheilpraxis michael manig;70;;0.0;0.12;LOW;;;informational;Marken- & Praxisnamen;3;-18;100;0.0;0.32;naturheilpraxis michael manig;1
naturheilpraxis neenstetten;70;;0.0;0.03;LOW;;;navigational;Lokale Suche;2;;125;0.0;0.32;naturheilpraxis neenstetten;1
naturheilpraxis nina jung;70;;0.0;0.06;LOW;;;informational;Marken- & Praxisnamen;3;25;67;0.0;0.32;naturheilpraxis nina jung;1
naturheilpraxis pelzl und pelzl;70;;0.0;0.04;LOW;;;navigational;Marken- & Praxisnamen;4;125;80;0.0;0.32;naturheilpraxis pelzl und pelzl;1
naturheilpraxis punktgenau;70;;0.0;0;LOW;;;informational;Marken- & Praxisnamen;2;;40;0.0;0.32;naturheilpraxis punktgenau;1
naturheilpraxis reinhardt;70;6;0.0;0.09;LOW;;;navigational;Marken- & Praxisnamen;2;-29;25;0.0;0.57;naturheilpraxis reinhardt;1
naturheilpraxis reubekeul;70;;1.39;0.05;LOW;;;navigational;Marken- & Praxisnamen;2;;125;97.3;0.77;naturheilpraxis reubekeul;1
naturheilpraxis rita gallo;70;;0.0;0.05;LOW;;;informational;Marken- & Praxisnamen;3;;29;0.0;0.32;naturheilpraxis rita gallo;1
naturheilpraxis rozmawitti & blum;70;;0.0;0.03;LOW;;;navigational;Marken- & Praxisnamen;4;;;0.0;0.32;naturheilpraxis rozmawitti & blum;1
naturheilpraxis sabrina wagner;70;;0.0;0.03;LOW;;;informational;Marken- & Praxisnamen;3;-29;-44;0.0;0.32;naturheilpraxis sabrina wagner;1
naturheilpraxis simeoli;70;;0.0;0.1;LOW;;;informational;Marken- & Praxisnamen;2;-43;;0.0;0.32;naturheilpraxis simeoli;1
naturheilpraxis sommer-frey;70;;3.9;0.11;LOW;0.71;3.71;navigational;Marken- & Praxisnamen;2;;29;273.0;1.58;naturheilpraxis sommer-frey;1
naturheilpraxis sven schlie heilpraktiker;70;;0.0;0.03;LOW;;;navigational;Marken- & Praxisnamen;4;;133;0.0;0.32;naturheilpraxis sven schlie heilpraktiker;1
naturheilpraxis tina flohr b sc psychologie heilpraktikerin;70;;0.0;0.03;LOW;;;informational;Marken- & Praxisnamen;7;-40;;0.0;0.32;naturheilpraxis tina flohr b sc psychologie heilpraktikerin;1
naturheilpraxis tschannerl;70;;0.0;0.04;LOW;;;navigational;Marken- & Praxisnamen;2;-22;75;0.0;0.32;naturheilpraxis tschannerl;1
naturheilpraxis weiß;70;9;1.52;0.04;LOW;0.57;13.16;informational;Marken- & Praxisnamen;2;-22;133;106.4;1.24;naturheilpraxis weiß;1
naturheilpraxis wiertz;70;;0.0;0.01;LOW;;;navigational;Marken- & Praxisnamen;2;-29;25;0.0;0.32;naturheilpraxis wiertz;1
naturheilpraxis wipfler;70;4;0.0;0.05;LOW;;;navigational;Marken- & Praxisnamen;2;;133;0.0;0.65;naturheilpraxis wipfler;1
naturheilpraxis zaloudek;70;;0.0;0.07;LOW;;;navigational;Marken- & Praxisnamen;2;75;75;0.0;0.32;naturheilpraxis zaloudek;1
neurasan naturheilpraxis markus gross fotos;70;;0.74;0.15;LOW;0.41;0.61;informational;Marken- & Praxisnamen;5;-29;;51.8;0.56;neurasan naturheilpraxis markus gross fotos;1
osteopathische naturheilpraxis;70;;0.66;0.05;LOW;;;informational;Methoden & Therapien;2;120;175;46.2;0.54;osteopathische naturheilpraxis;1
physio und naturheilpraxis sven dierßen;70;;0.0;0.02;LOW;;;navigational;Marken- & Praxisnamen;5;29;350;0.0;0.32;physio und naturheilpraxis sven dierßen;1
physiotherapie und naturheilpraxis breitkreutz;70;;0.0;0.01;LOW;;;navigational;Sektoraler Heilpraktiker;4;-29;-29;0.0;0.32;physiotherapie und naturheilpraxis breitkreutz;1
welche partei will heilpraktiker abschaffen;70;;0.0;0;LOW;;;informational;Marken- & Praxisnamen;;-40;-73;0.0;0.32;welche partei will heilpraktiker abschaffen;1
